#OTU ID	EA0101	EA0102	EA0103	EA0104	EA0105	EA0106	EA0107	EA0108	EA0109	EA0110	EA0111	EA0112	EA0113	EA0114	EA0115	EA0116	EA0117	EA0118	EA0119	EA0120	EA0121	EA0122	EA0123	EA0124	EA0125	EA0126	EA0127	EA0128	EA0129	EA0130	EA0131	EA0132	EA0133	EA0134	EA0135	EA0136	EA0137	EA0138	EA0139	EA0140	EA0141	EA0142	EA0143	EA0144	EA0145	EA0146	EA0147	EA0148	EA0149	EA0150	EA0151	EA0152	EA0153	EA0154	EA0155	EA0156	EA0157	EA0158	EA0159	EA0160	EA0161	EA0162	EA0163	EA0164	EA0165	EA0166	EA0167	EA0168	EA0169	EA0170	EA0171	EA0172	EA0173	EA0174	EA0175	EA0176	EA0177	EA0178	EA0179	EA0180	EA0181	EA0182	EA0183	EA0184	EA0185	EA0186	EA0187	EA0188	EA0189	EA0190	EA0191	EA0192	EA0193	EA0194	EA0195	EA0196
Zotu9223	1	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2562	3	0	0	0	0	1	1	1	0	0	12	8	3	4	1	0	0	0	6	0	0	0	0	0	3	0	0	0	28	0	3	3	0	0	0	0	1	0	0	0	0	0	8	0	2	0	0	17	27	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu292	13	41	46	15	12	15	2	52	33	0	2	103	11	150	106	0	0	0	5	38	70	5	13	8	0	20	58	0	6	11	32	148	0	0	0	0	32	117	54	8	9	15	12	2	10	0	0	17	8	41	47	3	30	43	94	76	31	7	0	9	10	5	0	3	0	7	1	0	10	15	7	1	8	105	1	0	4	0	0	0	1	0	0	1	14	1	40	3	0	0	0	1	0	0	0	0
Zotu871	6	2	9	4	1	13	14	15	3	9	15	10	4	13	0	0	0	0	1	15	22	11	0	12	6	5	16	4	23	6	14	15	0	0	0	0	2	1	0	0	5	8	6	0	1	0	0	5	3	7	0	0	1	0	13	14	0	0	2	0	17	0	0	0	0	0	0	39	0	13	6	1	1	0	0	88	1	0	1	0	2	104	0	0	0	0	0	27	0	0	0	0	0	0	0	0
Zotu1307	5	0	2	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0	12	9	19	2	0	0	155	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	124	0	0	0	0	0	0	7	6	0	7	0	0	0	0	0	0	0	0	0
Zotu4985	11	40	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1149	10	0	4	1	3	7	4	6	2	2	24	101	7	49	23	0	0	0	14	0	0	26	13	9	6	31	1	8	31	19	5	27	0	0	0	0	4	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu562	14	23	15	44	14	13	12	11	19	21	10	4	17	15	4	0	0	0	8	25	104	22	23	24	9	15	67	27	0	31	36	22	0	0	0	0	4	21	0	123	13	6	20	1	11	24	12	5	54	2	2	41	12	4	3	10	1	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	2	0	2	0	3	0	5	0	1	0	2	0	0	2	0	0	0	0
Zotu6049	3	9	2	0	7	2	0	0	4	6	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu910	1	0	0	0	2	0	0	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	9	0	0	1	0	565	0	0	0	2	0	0	0	0	0	0	0	0
Zotu6954	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1462	2	4	4	0	25	10	0	3	6	2	2	3	3	17	4	0	0	0	5	6	31	6	47	0	7	0	10	62	1	1	11	45	0	0	0	0	1	3	0	1	0	1	1	0	1	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1852	2	3	0	0	2	1	2	0	4	16	3	5	1	14	1	0	0	0	3	5	0	0	8	8	2	5	1	13	0	55	3	40	0	0	0	0	0	0	0	0	10	3	0	0	8	0	0	1	4	1	0	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8158	4	0	0	0	0	1	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu715	2	0	2	1	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	645	0	17	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu405	1	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	2	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1324	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	77	0	0	0	0	0	0	0
Zotu531	15	12	1	9	0	11	14	1	3	217	10	36	22	16	42	0	0	0	111	22	5	10	11	5	12	9	12	197	6	35	74	6	0	0	0	0	18	27	0	17	10	11	0	0	12	0	0	14	14	20	0	5	0	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	6	2	0	0	1	3	0	0	1	5	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0
Zotu12277	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu236	16	4	245	21	331	174	84	251	746	42	79	2	164	18	57	0	0	0	2	1	5	6	22	10	3	15	39	5	6	0	16	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	8	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Zotu744	10	20	5	16	11	4	18	11	9	22	48	15	31	28	28	0	0	0	2	3	1	2	12	8	13	14	6	5	46	18	18	60	0	0	0	0	1	5	0	5	21	20	5	0	3	22	18	21	31	17	80	5	21	0	1	0	2	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13431	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7054	1	0	0	0	2	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2157	8	3	0	0	35	148	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu1044	2	0	37	17	4	3	0	49	2	7	0	132	5	8	8	0	0	0	4	1	5	20	28	0	1	0	7	0	0	40	0	2	0	0	0	0	1	4	2	33	0	3	8	0	6	29	0	0	1	33	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7204	4	2	6	0	3	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2263	2	8	12	16	11	1	6	9	15	9	2	4	20	2	2	0	0	0	3	10	12	0	0	2	5	1	1	0	4	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1273	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	82	102	1	0	17	43	0	12	12	39	1	60	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Zotu1283	19	70	12	4	45	10	3	1	29	19	0	0	2	0	7	0	0	0	3	21	3	0	12	14	4	4	7	10	21	0	1	0	0	0	0	0	5	5	0	0	9	4	0	0	2	0	0	0	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	1	5	0	1	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu495	1	0	12	258	22	14	2	6	1	139	171	19	120	93	1	0	149	0	0	0	3	26	6	0	0	4	1	38	19	15	16	37	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10401	2	0	0	0	2	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu805	8	103	6	0	85	12	0	0	14	43	1	0	0	0	2	0	1	0	4	124	0	0	235	22	0	0	7	14	0	0	0	0	0	0	0	0	0	1	0	0	3	4	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9970	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu619	10	3	3	7	1	0	0	70	2	9	0	1	48	28	76	0	0	0	1	2	25	43	46	5	6	138	12	2	0	18	251	64	0	0	0	0	8	5	0	1	2	1	1	0	1	0	0	2	5	3	0	5	2	1	4	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1	1	8	0	1	1	0	1	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Zotu3338	3	3	0	15	3	0	0	0	0	2	0	5	0	13	0	0	0	0	0	6	0	10	5	2	0	0	0	4	0	9	13	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Zotu939	2	0	54	5	106	6	124	105	82	32	29	0	23	4	0	0	0	0	0	0	0	6	3	0	0	0	0	2	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu614	27	87	18	13	3	8	33	13	13	180	7	4	5	17	85	0	0	0	4	44	0	0	0	3	33	7	5	85	67	1	5	18	0	0	0	0	6	18	0	7	18	2	3	1	4	0	3	9	2	33	0	0	31	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	2	0	0	0	0	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0
Zotu1719	1	2	16	0	0	0	14	28	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	3	168	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3069	3	0	3	2	0	0	5	19	0	8	1	0	0	0	0	0	0	0	2	0	0	16	0	2	19	12	16	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu21	2	2	0	1	3	3	1	1	4	0	4	1	1	2	6	0	44	0	0	0	5	0	1	4	1	6	3	0	1	0	3	14	0	0	0	0	2	1	0	1	0	2	4	0	5	0	0	0	2	1	4	3	7	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	3	2	13	1	1	3	0	2	0	0	0	1	0	1	2	0	1	15713	3	0	0	1	0	0	0	0	0
Zotu1198	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	6	0	0	306	49	0	18	0	0	0	0	0	0	0	0	0	0
Zotu846	15	23	60	15	49	62	39	6	42	25	12	10	53	33	41	0	0	0	0	7	0	10	0	16	3	0	9	9	9	0	41	12	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	5	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu5759	2	0	3	0	5	0	0	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	10	1	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1640	3	1	3	0	40	4	2	0	0	8	2	0	0	3	3	0	0	0	1	0	13	5	54	35	0	2	7	6	0	13	4	5	0	0	0	0	0	1	0	0	15	3	11	0	3	0	4	1	2	1	0	0	21	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Zotu288	1	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	1812	0	0	0	0	0	90	1	1	0	0	0	0	0	0
Zotu5999	6	0	0	0	0	12	0	0	2	0	0	0	2	1	11	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9019	7	3	1	0	0	2	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu403	7	1	38	21	26	28	41	23	22	15	22	5	2	26	15	0	0	0	37	14	61	16	98	41	7	4	21	8	18	6	8	17	0	0	0	0	20	37	52	27	279	42	100	0	9	14	48	8	9	5	9	23	71	7	1	3	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	7	3	0	2	1	3	0	0	1	2	0	0	1	1	7	0	1	0	0	0	1	0	0	0	0
Zotu2539	33	5	0	0	0	0	0	0	11	3	2	1	0	6	14	0	0	0	6	6	0	1	0	0	2	0	3	4	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	5	0	13	10	1	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4251	5	12	6	0	3	0	6	2	30	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2918	2	0	6	0	1	37	0	0	64	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu584	2	3	25	96	59	295	27	15	21	33	34	28	150	53	53	0	0	0	0	1	0	16	8	44	13	0	1	5	6	11	5	8	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu11131	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Zotu1338	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	343	1	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12562	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu229	4	0	2	50	0	0	5	1	4	0	67	8	135	30	120	0	0	0	9	0	22	71	2	1	4	0	0	0	45	23	83	22	0	0	0	0	5	0	0	6	3	0	206	0	19	51	0	37	55	16	1165	11	37	84	0	0	0	5	0	0	0	0	0	0	0	1	0	3	11	0	0	0	0	0	5	0	0	3	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0
Zotu1980	4	0	88	0	2	0	0	0	0	0	1	0	0	0	112	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8638	2	0	0	7	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5874	3	0	4	0	0	2	1	0	3	0	0	4	0	0	0	0	0	0	10	0	0	0	0	6	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu2165	3	0	21	22	0	6	1	3	1	8	28	13	9	28	3	0	0	0	0	0	0	0	1	6	0	0	0	1	8	9	3	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2268	10	1	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	4	21	4	6	4	0	0	0	6	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	3	0	0	0	0	82	0	1	0	0	0	0	0	0	0
Zotu2182	2	2	3	33	9	0	4	11	0	0	5	0	3	0	0	0	0	0	0	0	0	30	0	0	8	20	4	0	7	8	3	0	0	0	0	0	0	1	0	2	0	1	9	1	0	5	2	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu416	3	0	127	229	12	0	5	86	21	510	16	2	0	5	2	0	91	0	0	0	20	67	1	0	97	19	4	77	0	0	15	5	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3	2	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu2181	4	0	3	2	40	16	3	0	6	0	12	3	18	13	5	0	0	0	0	0	1	0	14	14	0	0	2	0	10	1	12	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1163	7	24	9	0	5	0	10	5	6	3	4	1	5	0	0	0	0	0	4	60	26	10	14	4	27	26	16	0	9	4	4	10	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	13	1	0	0	49	32	0	23	8	0	7	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Zotu2334	2	1	5	0	1	0	0	6	1	0	0	0	1	2	8	0	0	0	2	14	0	20	4	1	32	1	13	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	5	7	0	1	0	1	3	0	26	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1347	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Zotu3954	3	3	0	0	0	0	0	1	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	4	3	3	0	0	3	0	0	1	0	0	1	0	0	0	0	0	14	2	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
